"R0000100","R0002200","R0002202","R0002203","R0002300","R0002400","R0002451","R0002454","R0002455","R0002456","R0002500","R0002700","R0002800","R0003400","R0003600","R0003800","R0003900","R0004000","R0004100","R0004300","R0005400","R0009100","R0010500","R0010800","R0011100","R0012800","R0015000","R0022600","R0022700","R0022800","R0022900","R0023000","R0023100","R0023200","R0023300","R0023400","R0023500","R0023600","R0023700","R0023800","R0024000","R0024100","R0024200","R0024300","R0024400","R0024500","R0024600","R0024800","R0024900","R0029700","R0029800","R0029900","R0030000","R0030100","R0030200","R0030300","R0030400","R0030500","R0030600","R0030700","R0030800","R0030900","R0031000","R0031100","R0031200","R0031300","R0031400","R0031500","R0031600","R0031700","R0031800","R0031900","R0032000","R0032100","R0032200","R0032300","R0032400","R0032500","R0032600","R0033600","R0033700","R0033800","R0033900","R0034600","R0034900","R0035100","R0035200","R0035300","R0035400","R0035500","R0035600","R0035700","R0035800","R0035900","R0036000","R0036100","R0037500","R0037600","R0037700","R0038000","R0038100","R0038200","R0038800","R0038900","R0039000","R0039100","R0039200","R0039300","R0039400","R0039500","R0039600","R0039700","R0039800","R0039900","R0040000","R0040100","R0040200","R0040400","R0040600","R0040700","R0040800","R0040900","R0041100","R0041300","R0041400","R0041500","R0042100","R0042200","R0042300","R0042400","R0042500","R0042600","R0042700","R0042800","R0042900","R0043000","R0043100","R0043200","R0043300","R0043400","R0043500","R0043600","R0062300","R0062310","R0062550","R0062600","R0062900","R0063000","R0063030","R0063060","R0063090","R0063100","R0063200","R0063230","R0171200","R0171300","R0171400","R0171500","R0171600","R0171700","R0171800","R0454700","R0507300","R0543940"
37,22,11,43,1,1,0,1,1,8,8,5,2,15,1,4,4,3,1,1,1,3,-4,3,1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,2,2,2,3,2,1,3,2,2,2,4,3,4,1,4,1,4,1,2,2,1,1,1,1,1,2,0,1,0,0,0,2,2,0,0,600,0,0,0,0,0,61,0,0,2,0,-4,1,3,1,1,2,1,1,1,1,1,1,3,1,290,1,1,1,4,1,16,1,4,1,1,16,1,-4,1,21,-4,-4,-4,39,40,150,-4,-4,-4,-4,-4,-4,-4,-4,600,600,68,2,141,1,52,290,68,16,1,39,13,2,3,3,4,8,6,900,5,18
38,15,5,50,1,6,0,1,2,3,8,5,1,15,1,4,4,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,3,2,2,1,1,2,1,4,3,1,2,4,2,4,1,2,1,2,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,100,50,0,0,0,0,0,0,0,1,-4,-4,1,3,2,1,1,1,1,1,1,1,1,3,1,775,0,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,42,-4,11,1,52,48,775,7,55,-4,12,1,0,-4,-4,150,150,18,6,104,1,52,775,18,11,0,0,1,2,3,3,4,7,6,190,1,12
39,19,1,47,1,6,0,0,3,3,6,1,1,26,1,4,4,2,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,1,2,1,3,3,1,3,3,1,2,4,3,3,1,3,1,4,2,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,60,30,0,1,-4,-4,1,1,2,2,1,1,1,1,1,1,1,3,5,184,1,1,1,2,-4,-4,-4,1,-4,-4,-4,-4,0,7,47,-4,16,1,36,35,184,10,22,1,15,0,7,30,875,0,0,72,1,139,-4,-4,-4,-4,-4,1,36,13,2,2,3,3,6,5,240,1,14
40,16,9,49,1,6,0,0,3,3,7,1,1,26,1,4,4,2,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,3,2,2,2,-2,-4,1,3,2,2,2,4,3,4,1,4,1,4,1,2,1,2,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,200,0,0,0,0,0,0,0,780,1,-4,-4,1,2,2,1,1,1,1,3,3,1,1,3,1,675,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,39,-4,12,1,52,40,675,7,38,-4,12,1,40,40,342,-580,-580,29,6,114,1,52,675,29,12,1,40,1,2,3,4,5,10,8,-4,6,15
41,15,8,50,1,6,0,0,3,1,5,1,2,17,1,4,4,1,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,1,2,2,2,1,4,1,3,3,1,2,4,3,4,1,2,1,4,1,2,2,1,1,1,1,1,2,1,1,0,0,0,1,-4,0,0,15,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,2,1,1,1,1,1,1,1,5,5,842,1,1,1,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,58,-4,12,1,0,-4,-4,11,37,-4,13,0,52,40,370,15,15,22,8,109,-4,-4,-4,-4,-4,0,0,1,1,1,1,1,2,2,-4,1,-4
42,21,12,44,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,2,2,1,1,2,2,2,3,1,-2,-4,-2,-4,1,3,1,4,1,2,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,60,0,724,1,-4,-4,1,1,3,1,1,1,1,4,4,3,3,6,1,-4,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,58,-4,14,0,45,40,841,7,45,-4,9,1,0,-4,-4,-724,-724,-4,-4,94,1,45,841,4,13,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
43,14,1,52,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,2,1,2,2,3,1,4,2,2,1,4,-2,-4,1,4,1,2,1,4,1,2,2,1,1,2,1,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,-4,0,0,-4,0,0,1,-4,-4,1,1,2,1,1,1,1,1,1,1,1,6,5,985,0,0,0,3,-4,-4,-4,1,-4,-4,-4,-4,0,7,35,-4,6,1,0,-4,-4,10,16,1,11,0,0,-4,-4,0,0,7,11,63,-4,-4,-4,-4,-4,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
44,21,12,41,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,2,-4,1,14,18,4,15,-4,-4,75,3,-4,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,995,2,2,1,2,-2,-4,1,2,2,2,-2,-4,3,2,3,4,1,2,1,2,2,2,2,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,600,2,0,-4,1,1,1,1,1,1,1,1,1,1,1,6,1,262,0,1,1,4,1,9,0,4,0,-4,9,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-600,-600,32,2,87,1,52,262,32,8,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
45,18,3,48,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,2,-4,1,18,1,7,25,-4,-4,80,3,4,114,3,4,4,-4,-4,-4,-4,-4,-4,-4,370,2,-2,3,2,2,2,3,2,1,2,3,1,2,4,3,4,1,4,1,4,2,2,2,-2,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,30,50,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,3,3,6,1,290,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,57,-4,12,1,52,40,-4,7,55,-4,12,1,44,36,360,80,80,68,2,119,1,52,995,-4,12,1,44,13,1,1,2,2,3,4,-5,-5,-5
46,17,11,48,1,1,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,2,-4,4,16,-4,-4,18,1,8,90,3,-4,90,3,-4,4,-4,-4,-4,-4,-4,-4,-4,480,1,2,1,2,2,2,1,4,1,2,1,4,3,4,3,4,-2,-4,1,4,1,2,1,2,1,2,1,1,1,1,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,4,2,1,2,1,1,1,1,1,1,6,1,775,0,1,1,4,1,6,-4,4,0,-4,6,-4,1,1,17,0,9,0,0,-4,-4,2,1,-4,-4,-4,-4,-4,-4,0,0,18,6,82,1,52,775,18,6,0,0,15,1,1,1,1,1,2,-5,-5,-5
47,15,8,50,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,2,2,2,2,2,1,4,2,1,2,4,3,4,1,4,1,4,1,2,1,1,2,2,1,1,1,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,-4,1,1,4,4,4,4,1,1,6,1,645,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,43,-4,12,1,52,40,645,7,42,-4,12,1,0,-4,-4,0,0,30,6,112,1,52,645,30,12,0,0,15,2,2,3,4,7,6,5200,1,12
48,15,5,50,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,2,2,2,3,2,1,4,3,2,2,4,3,4,1,4,1,4,1,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,5000,0,0,0,0,0,0,0,0,1,-4,-4,-4,1,3,1,1,-4,6,6,6,6,6,6,5,842,1,1,1,3,-4,-4,-4,1,-4,-4,-4,-4,1,7,46,-4,11,-4,52,50,842,11,8,1,3,0,-4,-4,-4,5000,5000,22,8,119,-4,-4,-4,-4,-4,1,52,14,2,2,3,3,6,5,457,6,12
49,19,6,46,2,6,0,1,1,8,1,1,-4,11,1,3,1,3,1,0,2,6,1,4,1,2,-4,2,25,-4,-4,22,-4,-4,-4,-4,3,75,3,4,4,-4,-4,-4,-4,-4,-4,-4,394,2,2,1,4,2,2,1,2,2,4,3,4,3,4,1,4,1,2,1,4,1,2,1,1,2,2,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,1,-4,-4,4,2,1,1,1,1,1,1,1,1,3,7,825,0,1,0,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,63,-4,7,1,52,20,290,-4,-4,-4,-4,-4,-4,-4,-4,0,0,15,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,399,5,12
50,16,1,50,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,1,6,0,1,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,-2,2,2,2,2,1,3,2,1,2,4,3,4,1,4,1,3,1,2,1,-2,1,1,1,1,2,0,1,1,-4,-4,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,-4,1,3,1,1,1,1,1,1,1,1,6,1,824,-4,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,63,-4,8,1,52,40,824,7,52,-4,9,1,39,20,812,0,0,10,8,88,1,52,824,10,8,1,39,14,1,1,1,1,1,2,-5,-5,-5
51,17,12,48,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,-2,-4,2,2,-2,-4,1,2,-2,-4,1,1,1,4,-2,-4,1,4,1,2,2,2,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,3,3,1,1,1,1,1,1,1,6,5,-4,0,1,1,3,-4,-4,-4,2,-4,-4,-4,-4,0,13,14,1,8,0,0,-4,-4,11,11,1,6,0,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
52,22,9,44,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,1,4,1,1,-4,2,7,4,-4,7,9,-4,95,3,-4,95,3,4,4,-4,-4,-4,-4,-4,-4,-4,343,1,1,3,2,-2,-4,1,3,1,4,3,1,2,4,2,4,1,4,1,3,1,1,1,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,72,2,0,-4,1,4,2,1,1,1,1,1,1,1,1,5,1,692,0,1,0,4,1,8,1,4,1,1,13,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-72,-72,15,6,92,1,52,851,18,8,1,52,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
53,14,6,51,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,1,6,0,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,3,3,2,3,2,2,1,3,3,2,2,3,2,4,1,3,1,3,1,2,2,1,2,1,2,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,-4,1,2,1,1,2,2,2,2,2,2,6,1,641,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,0,6,41,-4,10,1,52,70,641,7,41,-4,10,1,0,-4,-4,0,0,24,6,104,1,52,641,24,10,0,0,1,2,3,4,5,9,7,15000,1,16
54,24,12,41,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,1,6,0,1,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,3,2,1,2,3,2,2,4,3,4,1,-2,1,4,1,2,1,1,1,1,1,1,2,0,2,-4,1,-4,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,-4,1,3,2,1,2,2,2,2,2,2,6,5,-4,1,1,1,2,-4,-4,-4,1,-4,-4,-4,-4,1,7,59,-4,12,1,52,40,341,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,115,-4,-4,-4,-4,-4,1,52,1,2,3,4,5,10,8,12000,1,18
55,18,9,47,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,2,-4,1,1,18,23,25,-4,-4,225,1,4,175,3,4,6,-4,-4,-4,-4,-4,-4,-4,-4,2,1,3,2,2,2,3,2,-2,-4,-2,-4,-2,-4,2,3,1,3,1,4,2,1,1,2,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,-4,3,2,1,1,6,1,6,6,2,2,6,3,520,0,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,54,-4,7,0,52,50,520,7,50,-4,10,1,0,-4,-4,0,0,47,5,98,1,52,520,47,6,0,0,14,1,1,2,2,3,4,102,1,11
56,18,4,47,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,3,-4,4,1,2,-4,2,14,18,-4,16,-4,-4,65,3,-4,80,3,-4,4,-4,-4,-4,-4,-4,-4,-4,343,3,2,1,2,1,1,1,2,1,3,3,1,1,3,3,4,1,2,1,4,2,2,1,2,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,50,0,0,0,0,0,0,0,0,2,1,1,-4,1,1,2,1,1,1,1,1,1,1,4,5,-4,0,1,0,2,-4,-4,-4,4,1,1,-4,-4,0,13,35,-4,12,1,52,40,340,13,30,-4,12,1,0,-4,-4,50,50,-4,-4,-4,-4,-4,-4,-4,-4,1,34,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
57,14,7,51,1,6,0,1,1,8,1,1,2,11,1,3,1,3,1,1,1,6,0,1,0,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,4,3,3,2,3,1,4,1,2,3,1,2,4,3,4,1,3,1,4,2,2,1,2,2,1,1,1,2,1,1,0,0,0,1,-4,0,0,0,-2,0,0,0,0,0,0,0,1,-4,-4,-4,1,3,1,1,1,1,4,4,4,6,6,1,715,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,-4,6,42,-4,9,0,52,40,715,7,41,-4,9,0,30,13,394,-2,0,15,6,92,1,52,715,15,8,1,30,7,2,3,4,5,9,7,-5,-5,-5
58,23,7,44,2,6,0,1,1,8,1,1,2,11,1,3,1,3,1,0,2,6,0,1,1,1,-4,2,3,-4,-4,14,9,-4,200,1,-4,200,1,-4,4,-4,-4,-4,-4,-4,-4,-4,545,3,2,3,2,-2,-4,3,3,1,3,1,2,2,3,3,4,1,3,1,3,1,2,1,1,1,1,2,1,2,0,2,-4,0,0,1,-4,0,0,200,-2,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,6,1,825,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,61,-4,8,1,40,40,825,7,56,-4,8,1,27,24,890,-2,200,15,8,95,1,40,825,15,8,1,27,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
59,24,8,41,2,1,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,1,-4,-4,-4,-4,1,16,18,3,9,-4,-4,100,3,-4,200,3,-4,4,-4,-4,-4,-4,-4,-4,-4,715,1,1,1,1,2,1,3,1,-2,-4,3,1,-2,-4,-2,-4,-2,-4,1,1,2,1,2,2,2,2,1,2,-2,0,2,-4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,4,7,1,1,3,4,2,1,1,1,1,1,1,6,7,705,0,0,0,3,-4,-4,-4,2,-4,-4,-4,-4,1,1,21,-4,9,-4,8,35,705,2,5,-4,-4,-4,-4,-4,-4,0,0,17,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
60,19,3,47,2,1,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,1,1,1,2,-4,2,2,-4,-4,25,-4,-4,330,1,-4,450,1,-4,4,-4,-4,-4,-4,-4,-4,-4,775,2,2,3,1,-2,-4,-2,-4,-2,-4,3,1,-2,-4,2,4,1,4,1,3,2,2,2,1,2,1,2,1,1,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,195,2,-4,-4,1,1,3,1,2,1,1,1,1,1,1,6,1,775,1,1,1,4,1,-2,-4,4,-2,-4,-2,-4,1,8,46,-4,1,1,48,40,985,8,46,-4,9,0,0,-4,-4,-195,-195,18,6,-4,1,52,775,18,-4,-2,-2,15,1,1,1,1,2,3,-5,-5,-5
61,20,6,45,2,6,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,0,-4,-4,-4,-4,2,21,3,-4,9,-4,-4,65,3,-4,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,825,1,1,1,2,2,1,1,2,1,4,1,4,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,3,2,1,1,1,1,1,1,1,6,5,821,1,1,1,2,-4,-4,-4,4,0,-4,-2,-4,1,10,23,0,6,0,3,24,693,13,4,-4,-4,-4,-4,-4,-4,0,0,30,8,81,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,132,1,7
62,20,10,45,1,6,0,1,1,7,1,1,2,10,1,1,1,3,1,1,1,6,1,1,1,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,-2,-4,1,2,3,2,2,4,3,4,1,2,1,4,1,2,1,2,1,1,1,1,2,0,1,1,-4,-4,1,-4,0,0,250,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,6,1,385,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,58,-4,12,1,52,40,385,7,48,-4,12,1,52,40,290,250,250,66,4,124,1,52,385,66,12,1,52,15,2,3,4,5,9,7,30000,1,16
63,21,12,44,1,1,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,0,1,1,1,-4,1,3,9,23,24,24,-4,400,1,-4,-4,-4,3,4,-4,-4,-4,-4,-4,-4,-4,545,2,2,3,3,2,2,1,3,1,4,3,1,2,4,3,4,1,4,1,2,1,2,1,1,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,660,200,0,0,0,0,63,1400,0,1,-4,-4,1,1,3,1,2,1,1,4,4,1,1,6,1,715,0,1,0,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,56,-4,8,1,26,55,715,7,57,-4,6,1,0,-4,-4,860,860,15,6,73,1,26,715,15,8,0,0,15,2,2,3,4,7,6,944,1,10
64,24,7,41,1,1,0,1,1,7,1,1,3,10,1,1,1,3,1,1,1,6,0,1,0,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,1,4,1,2,3,1,2,2,3,2,1,2,1,4,2,2,2,2,1,1,1,1,2,0,1,0,-4,0,2,2,0,0,400,100,0,0,0,0,57,0,0,2,1,7,1,1,3,1,2,1,1,4,4,4,4,6,1,290,1,1,1,4,1,9,0,4,1,0,12,0,1,1,23,0,12,1,0,-4,-4,2,1,-4,-4,-4,-4,-4,-4,500,500,68,2,115,1,52,290,68,8,1,40,1,2,3,4,5,9,7,1146,1,18
65,14,6,51,2,6,0,1,1,7,1,1,1,10,1,1,1,3,1,1,1,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,4,3,2,2,2,1,3,1,4,2,2,2,4,3,4,1,2,1,2,1,2,2,1,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,2,0,0,0,0,0,0,0,1,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,6,5,995,1,1,1,3,-4,-4,-4,1,-4,-4,-4,-4,1,13,65,-4,-4,-4,3,8,985,13,62,-4,-4,-4,0,-4,-4,1,1,-4,-4,94,-4,-4,-4,-4,-4,1,52,15,1,1,1,1,2,2,-5,-5,-5
66,17,5,48,2,6,0,1,1,7,1,1,1,10,1,1,1,3,1,0,2,6,0,1,1,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,2,-2,-4,1,1,3,1,3,4,3,2,3,2,1,1,2,2,1,1,1,1,2,0,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,1,1,1,1,1,6,5,715,0,0,1,3,-4,-4,-4,1,-4,-4,-4,-4,0,7,38,-4,12,1,0,-4,-4,10,16,1,12,0,12,25,370,0,0,15,6,94,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
67,14,3,52,2,6,0,1,1,7,1,1,2,10,1,1,1,3,1,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,1,3,1,2,3,3,-2,-4,2,2,2,3,1,3,-2,-4,1,4,1,2,2,2,1,2,2,1,2,1,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,2,0,-4,1,1,3,1,1,1,1,1,1,1,1,6,7,903,0,1,1,3,-4,-4,-4,3,-4,-4,-4,-4,1,13,67,-4,0,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,17,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
68,22,6,43,3,1,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,0,1,0,1,-4,1,16,6,5,9,17,-4,225,1,4,250,1,4,4,-4,-4,-4,-4,-4,-4,-4,775,1,1,3,1,2,1,3,4,1,2,1,1,2,2,2,4,1,2,1,4,2,1,2,1,1,1,1,1,2,0,2,-4,0,0,2,2,0,0,80,0,0,0,0,0,0,0,500,2,0,-4,0,4,2,1,2,1,1,1,1,1,1,4,1,290,1,1,0,4,-4,7,1,4,0,-4,5,1,1,1,20,0,12,1,1,40,320,2,0,-4,-4,-4,-4,-4,-4,-420,-420,68,2,89,-4,-4,-4,-4,-4,0,0,1,1,1,1,1,2,3,-4,1,12
69,17,7,48,2,6,0,1,1,7,1,1,2,10,1,1,1,3,1,0,2,6,0,1,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,3,2,2,2,1,2,-2,-4,2,2,2,4,1,4,1,2,1,3,1,2,2,1,1,1,1,1,2,1,2,-4,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,1,3,1,1,1,1,1,1,1,1,6,1,704,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,49,-4,9,1,52,40,704,7,44,-4,10,1,0,-4,-4,0,0,5,6,93,1,52,704,5,9,0,0,15,1,2,2,2,4,4,-4,6,13
70,16,10,49,2,6,0,1,1,7,1,1,1,10,1,1,1,3,1,1,1,6,0,1,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,1,3,2,1,2,2,1,3,3,2,1,4,3,3,1,4,1,3,1,2,2,1,2,1,1,1,2,0,1,0,0,0,1,-4,0,0,0,0,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,1,1,1,1,1,6,1,430,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,40,-4,10,0,52,40,430,7,37,-4,10,0,52,20,851,0,0,49,5,101,1,52,430,49,9,1,52,15,1,1,1,1,2,3,-5,-5,-5
71,14,3,52,2,6,0,1,1,7,1,1,1,10,1,1,1,3,1,1,1,6,0,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,1,2,2,2,1,4,2,2,3,1,3,2,3,4,1,4,1,2,1,2,1,2,1,1,1,1,2,0,1,0,0,0,1,-4,0,0,2,0,0,0,0,0,0,0,0,1,-4,-4,1,4,2,1,1,1,1,1,1,1,1,6,1,430,1,1,1,1,-4,-4,-4,1,-4,-4,-4,-4,1,6,41,-4,10,0,52,40,430,7,37,-4,10,0,52,20,851,2,2,49,5,101,1,52,430,49,9,1,52,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5
